,time,prediction,pvPower,date,area,familyID,state,totalaccurgenamount
210,2022-01-20 10:00:00,39348.63740423504,1279.0,2022-01-20 10:00:00,sc_jong,6-1,N,12950930.0
211,2022-01-20 11:00:00,56974.33132857208,2395.0,2022-01-20 11:00:00,sc_jong,6-1,N,12950993.0
212,2022-01-20 12:00:00,46490.58182239443,4219.0,2022-01-20 12:00:00,sc_jong,6-1,N,12951080.0
213,2022-01-20 13:00:00,65520.23372120517,16871.0,2022-01-20 13:00:00,sc_jong,6-1,N,12951349.0
214,2022-01-20 14:00:00,56602.59180164367,45124.0,2022-01-20 14:00:00,sc_jong,6-1,N,12952061.0
215,2022-01-20 15:00:00,37077.13724854818,13650.0,2022-01-20 15:00:00,sc_jong,6-1,N,12952286.0
216,2022-01-20 16:00:00,9295.378074601713,4175.0,2022-01-20 16:00:00,sc_jong,6-1,N,12952372.0
217,2022-01-20 17:00:00,-1707.7888307410306,734.0,2022-01-20 17:00:00,sc_jong,6-1,N,12952398.0
218,2022-01-21 07:00:00,1143.4207978462025,539.0,2022-01-21 07:00:00,sc_jong,6-1,N,12952411.0
219,2022-01-21 08:00:00,7084.399594435019,8734.0,2022-01-21 08:00:00,sc_jong,6-1,N,12952562.0
220,2022-01-21 09:00:00,26824.94342763843,17513.0,2022-01-21 09:00:00,sc_jong,6-1,N,12953015.0
221,2022-01-21 10:00:00,80093.15576043628,40459.99999999999,2022-01-21 10:00:00,sc_jong,6-1,N,12954391.0
222,2022-01-21 11:00:00,102765.2376213036,56854.0,2022-01-21 11:00:00,sc_jong,6-1,N,12956282.0
223,2022-01-21 12:00:00,112111.34790612508,66162.0,2022-01-21 12:00:00,sc_jong,6-1,N,12958243.0
224,2022-01-21 13:00:00,107125.56430747735,67292.0,2022-01-21 13:00:00,sc_jong,6-1,N,12960139.0
225,2022-01-21 14:00:00,95574.5102087314,75546.0,2022-01-21 14:00:00,sc_jong,6-1,N,12961367.0
226,2022-01-21 15:00:00,21818.635117012946,21358.0,2022-01-21 15:00:00,sc_jong,6-1,N,12961730.0
227,2022-01-21 16:00:00,1091.8287099057766,7675.0,2022-01-21 16:00:00,sc_jong,6-1,N,12961875.0
228,2022-01-21 17:00:00,1324.6357517521053,534.0,2022-01-21 17:00:00,sc_jong,6-1,N,12961898.0
229,2022-01-22 07:00:00,36.02177292280749,947.0,2022-01-22 07:00:00,sc_jong,6-1,N,12961920.0
230,2022-01-22 08:00:00,8566.274152937433,11640.0,2022-01-22 08:00:00,sc_jong,6-1,N,12962114.0
231,2022-01-22 09:00:00,37293.635226130784,43465.0,2022-01-22 09:00:00,sc_jong,6-1,N,12962781.0
232,2022-01-22 10:00:00,66838.94655243144,80078.0,2022-01-22 10:00:00,sc_jong,6-1,N,12964038.0
