,prediction,load,date,home_num,familyID,receivingAccumulatedActiveEnergy
99,534.6201295226401,570.0,2022-01-10 15:00:00,137987727,6-1,7390680
100,721.4147549795945,560.0,2022-01-10 16:00:00,138003734,6-1,7391250
101,695.9076545099673,540.0,2022-01-10 17:00:00,138020951,6-1,7391790
102,663.7090834167086,540.0,2022-01-10 18:00:00,138037705,6-1,7392330
103,592.1920020984076,850.0,2022-01-10 19:00:00,138054573,6-1,7393180
104,1008.561712522115,950.0,2022-01-10 20:00:00,138071297,6-1,7394130
105,1071.417953351899,1010.0,2022-01-10 21:00:00,138087557,6-1,7395140
106,1034.4505318553593,1040.0,2022-01-10 22:00:00,138104294,6-1,7396180
107,524.572744694122,500.0,2022-01-10 23:00:00,138113513,6-1,7396680
108,556.0810142523937,500.0,2022-01-11 00:00:00,138113513,6-1,7396680
109,615.9856382675824,500.0,2022-01-11 01:00:00,138113513,6-1,7396680
110,682.800772882417,500.0,2022-01-11 02:00:00,138113513,6-1,7396680
111,572.7948552066206,500.0,2022-01-11 03:00:00,138113513,6-1,7396680
112,589.6551479155715,500.0,2022-01-11 04:00:00,138113513,6-1,7396680
113,600.3763437662386,500.0,2022-01-11 05:00:00,138113513,6-1,7396680
114,696.0652379749242,500.0,2022-01-11 06:00:00,138113513,6-1,7396680
115,1006.009143660948,500.0,2022-01-11 07:00:00,138113513,6-1,7396680
116,660.9825229717076,500.0,2022-01-11 08:00:00,138113513,6-1,7396680
117,271.80505983250407,0.0,2022-01-11 09:00:00,138269615,6-1,7401690
118,217.26665532294945,0.0,2022-01-11 10:00:00,138287224,6-1,7401690
119,141.0301858748438,0.0,2022-01-11 11:00:00,138304021,6-1,7401690
120,233.3889856514975,0.0,2022-01-11 12:00:00,138321216,6-1,7401690
121,-100.58783518980783,0.0,2022-01-11 13:00:00,138338694,6-1,7401690
122,-7.682855434087992,160.0,2022-01-11 14:00:00,138355556,6-1,7401850
123,516.6325553706524,510.0,2022-01-11 15:00:00,138372477,6-1,7402360
124,498.58831661796006,390.0,2022-01-11 16:00:00,138389849,6-1,7402750
125,590.5418482152954,450.0,2022-01-11 17:00:00,138407281,6-1,7403200
126,576.2818055904354,570.0,2022-01-11 18:00:00,138423897,6-1,7403780
127,805.8629946400264,1090.0,2022-01-11 19:00:00,138440377,6-1,7404870
128,1119.048561824016,920.0,2022-01-11 20:00:00,138456510,6-1,7405790
129,1102.6637482434294,960.0,2022-01-11 21:00:00,138473214,6-1,7406750
130,918.8771146398808,850.0,2022-01-11 22:00:00,138490191,6-1,7407610
131,726.7218919350116,640.0,2022-01-11 23:00:00,138507058,6-1,7408250
132,606.4825100000596,610.0,2022-01-12 00:00:00,138523620,6-1,7408870
133,563.7832546660671,750.0,2022-01-12 01:00:00,138539905,6-1,7409640
134,491.70873777197664,630.0,2022-01-12 02:00:00,138556146,6-1,7410270
135,432.8647502844105,660.0,2022-01-12 03:00:00,138572177,6-1,7410930
136,401.5311372369485,620.0,2022-01-12 04:00:00,138588481,6-1,7411550
137,429.4060376616399,580.0,2022-01-12 05:00:00,138603647,6-1,7412130
138,556.5886570771064,790.0,2022-01-12 06:00:00,138620227,6-1,7412920
139,858.1961081871862,900.0,2022-01-12 07:00:00,138636567,6-1,7413830
140,878.7041525738823,880.0,2022-01-12 08:00:00,138653349,6-1,7414710
141,73.12527598543238,270.0,2022-01-12 09:00:00,138670510,6-1,7414980
142,29.33084247059163,20.0,2022-01-12 10:00:00,138681343,6-1,7415000
143,94.75867788698592,0.0,2022-01-12 11:00:00,138704619,6-1,7415000
144,265.9116696380567,30.0,2022-01-12 12:00:00,138722320,6-1,7415030
145,-67.29408617888978,0.0,2022-01-12 13:00:00,138740772,6-1,7415030
146,17.520400380901417,120.0,2022-01-12 14:00:00,138758502,6-1,7415150
147,480.4704181846312,340.0,2022-01-12 15:00:00,138775756,6-1,7415490
148,545.2752887638753,370.0,2022-01-12 16:00:00,138792461,6-1,7415860
149,653.5740646756636,390.0,2022-01-12 17:00:00,138810026,6-1,7416250
150,680.5547527749262,710.0,2022-01-12 18:00:00,138827277,6-1,7416960
151,982.295935075232,1350.0,2022-01-12 19:00:00,138845090,6-1,7418330
152,792.7448873729012,1050.0,2022-01-12 20:00:00,138862667,6-1,7419380
153,988.4268698269528,910.0,2022-01-12 21:00:00,138880177,6-1,7420300
154,1224.6499879710984,1120.0,2022-01-12 22:00:00,138897021,6-1,7421420
155,694.697589620944,740.0,2022-01-12 23:00:00,138913460,6-1,7422160
156,738.9739778675669,480.0,2022-01-13 00:00:00,138929731,6-1,7422650
157,598.7975654079594,490.0,2022-01-13 01:00:00,138946250,6-1,7423150
158,463.6492162040298,400.0,2022-01-13 02:00:00,138963042,6-1,7423550
159,451.6270442991659,360.0,2022-01-13 03:00:00,138979325,6-1,7423920
160,450.8112994410549,400.0,2022-01-13 04:00:00,138996325,6-1,7424320
161,450.271312386912,360.0,2022-01-13 05:00:00,139012692,6-1,7424690
162,677.4845356226002,670.0,2022-01-13 06:00:00,139029420,6-1,7425360
163,979.0863204486304,1100.0,2022-01-13 07:00:00,139045851,6-1,7426470
164,617.9588269974541,530.0,2022-01-13 08:00:00,139063456,6-1,7427010
165,146.20445660507673,80.0,2022-01-13 09:00:00,139080973,6-1,7427090
166,-2.738533231160352,0.0,2022-01-13 10:00:00,139098677,6-1,7427090
167,62.33257296383496,0.0,2022-01-13 11:00:00,139115396,6-1,7427090
168,202.20797074044933,60.0,2022-01-13 12:00:00,139132970,6-1,7427150
169,-97.38328681137696,0.0,2022-01-13 13:00:00,139150535,6-1,7427150
170,25.74193270105269,130.0,2022-01-13 14:00:00,139167310,6-1,7427280
171,461.3365331777589,410.0,2022-01-13 15:00:00,139183409,6-1,7427690
172,555.1727462037485,490.0,2022-01-13 16:00:00,139199803,6-1,7428180
173,581.1968567787394,470.0,2022-01-13 17:00:00,139216900,6-1,7428650
174,720.3343102011377,820.0,2022-01-13 18:00:00,139233745,6-1,7429480
175,813.5723539232284,850.0,2022-01-13 19:00:00,139250671,6-1,7430340
176,1070.8762117140466,910.0,2022-01-13 20:00:00,139267294,6-1,7431250
177,1201.4021763284427,1290.0,2022-01-13 21:00:00,139283741,6-1,7432550
178,1006.5566009502434,1040.0,2022-01-13 22:00:00,139300656,6-1,7433590
179,784.9419872076733,980.0,2022-01-13 23:00:00,139317609,6-1,7434580
180,536.4993621118336,550.0,2022-01-14 00:00:00,139333661,6-1,7435140
181,573.0765905670512,460.0,2022-01-14 01:00:00,139349200,6-1,7435600
182,539.808920832279,440.0,2022-01-14 02:00:00,139364380,6-1,7436040
183,512.2087875125438,420.0,2022-01-14 03:00:00,139379737,6-1,7436460
184,467.98492404606657,420.0,2022-01-14 04:00:00,139394988,6-1,7436880
185,445.747753082222,470.0,2022-01-14 05:00:00,139410487,6-1,7437350
186,682.2480174975774,710.0,2022-01-14 06:00:00,139427230,6-1,7438070
187,910.167482565222,830.0,2022-01-14 07:00:00,139443830,6-1,7438900
188,606.0282522769517,660.0,2022-01-14 08:00:00,139461060,6-1,7439580
189,116.04237820847632,60.0,2022-01-14 09:00:00,139477950,6-1,7439640
190,309.41383122357183,0.0,2022-01-14 10:00:00,139495761,6-1,7439640
191,187.6208076143886,0.0,2022-01-14 11:00:00,139513735,6-1,7439640
192,188.05902112793268,0.0,2022-01-14 12:00:00,139531127,6-1,7439640
193,-29.553917319551456,0.0,2022-01-14 13:00:00,139548040,6-1,7439640
194,85.94500143713859,120.0,2022-01-14 14:00:00,139565467,6-1,7439760
195,436.4398157813674,460.0,2022-01-14 15:00:00,139583018,6-1,7440220
196,478.2201504758786,460.0,2022-01-14 16:00:00,139600250,6-1,7440680
197,745.3684719041233,520.0,2022-01-14 17:00:00,139617327,6-1,7441200
198,820.2014817623842,600.0,2022-01-14 18:00:00,139633767,6-1,7441800
199,1179.5580091291415,1250.0,2022-01-14 19:00:00,139649912,6-1,7443050
200,1580.5982516344336,1170.0,2022-01-14 20:00:00,139666358,6-1,7444220
201,1521.8966349417344,1020.0,2022-01-14 21:00:00,139682333,6-1,7445250
202,1431.0441084773408,1130.0,2022-01-14 22:00:00,139698248,6-1,7446380
203,641.6320780795304,730.0,2022-01-14 23:00:00,139714434,6-1,7447120
204,626.8349008707609,570.0,2022-01-15 00:00:00,139730196,6-1,7447710
205,539.5856955410961,600.0,2022-01-15 01:00:00,139745526,6-1,7448310
206,397.4533458809136,570.0,2022-01-15 02:00:00,139761188,6-1,7448880
207,390.3264453012496,480.0,2022-01-15 03:00:00,139776665,6-1,7449360
208,442.5228466384916,440.0,2022-01-15 04:00:00,139792204,6-1,7449810
209,408.204591421291,510.0,2022-01-15 05:00:00,139807509,6-1,7450320
210,619.8447284722009,700.0,2022-01-15 06:00:00,139823538,6-1,7451020
211,659.4988599746745,800.0,2022-01-15 07:00:00,139839173,6-1,7451820
212,358.90143982017764,630.0,2022-01-15 08:00:00,139855683,6-1,7452450
213,309.18751733163253,520.0,2022-01-15 09:00:00,139872175,6-1,7452980
214,1.3637389215008668,210.0,2022-01-15 10:00:00,139888890,6-1,7453190
215,30.57796267296436,40.0,2022-01-15 11:00:00,139905586,6-1,7453230
216,275.29663410187555,60.0,2022-01-15 12:00:00,139922858,6-1,7453290
217,49.12582046039429,40.0,2022-01-15 13:00:00,139939408,6-1,7453330
218,87.05299337473194,60.0,2022-01-15 14:00:00,139955588,6-1,7453390
219,485.8263804413583,370.0,2022-01-15 15:00:00,139972119,6-1,7453770
220,641.6051986078985,730.0,2022-01-15 16:00:00,139988557,6-1,7454500
221,735.9830493463229,710.0,2022-01-15 17:00:00,140005337,6-1,7455210
222,1146.1815266640133,1030.0,2022-01-15 18:00:00,140021774,6-1,7456240
223,1273.8102270408306,2030.0,2022-01-15 19:00:00,140038408,6-1,7458280
224,919.6097387628054,1730.0,2022-01-15 20:00:00,140055028,6-1,7460020
225,1015.667246512882,1650.0,2022-01-15 21:00:00,140071165,6-1,7461680
226,974.919905492092,910.0,2022-01-15 22:00:00,140087882,6-1,7462590
227,698.4380671622066,830.0,2022-01-15 23:00:00,140104423,6-1,7463430
228,635.2307976353414,480.0,2022-01-16 00:00:00,140120722,6-1,7463930
229,645.2949298560718,350.0,2022-01-16 01:00:00,140135508,6-1,7464280
230,532.4645390281554,340.0,2022-01-16 02:00:00,140150238,6-1,7464620
231,448.9444294607298,420.0,2022-01-16 03:00:00,140165094,6-1,7465050
232,463.1404724536479,330.0,2022-01-16 04:00:00,140180449,6-1,7465380
233,644.3991341308218,380.0,2022-01-16 05:00:00,140195206,6-1,7465760
234,609.6038454396057,320.0,2022-01-16 06:00:00,140210227,6-1,7466090
235,860.3738862873339,360.0,2022-01-16 07:00:00,140225472,6-1,7466450
236,660.4661064267591,820.0,2022-01-16 08:00:00,140241664,6-1,7467270
237,278.6435482013684,70.0,2022-01-16 09:00:00,140257633,6-1,7467340
238,-22.874496845736022,0.0,2022-01-16 10:00:00,140274157,6-1,7467340
239,65.48630882250559,230.0,2022-01-16 11:00:00,140290244,6-1,7467570
240,112.98079793611842,150.0,2022-01-16 12:00:00,140307134,6-1,7467720
241,-45.65482356345513,30.0,2022-01-16 13:00:00,140324401,6-1,7467750
242,76.49479841111426,160.0,2022-01-16 14:00:00,140341645,6-1,7467910
243,400.3569569805752,580.0,2022-01-16 15:00:00,140358909,6-1,7468500
244,422.6797609462224,730.0,2022-01-16 16:00:00,140376710,6-1,7469230
245,629.1623354564758,1160.0,2022-01-16 17:00:00,140394420,6-1,7470400
246,734.4412954998096,900.0,2022-01-16 18:00:00,140412321,6-1,7471310
247,1046.8141350003502,940.0,2022-01-16 19:00:00,140430093,6-1,7472250
248,1005.4304058887612,890.0,2022-01-16 20:00:00,140447453,6-1,7473140
249,1154.422259448513,1040.0,2022-01-16 21:00:00,140464613,6-1,7474180
250,888.0670564580108,930.0,2022-01-16 22:00:00,140482110,6-1,7475120
251,741.8798769036864,880.0,2022-01-16 23:00:00,140499230,6-1,7476010
252,473.399765962528,680.0,2022-01-17 00:00:00,140516381,6-1,7476710
253,507.7741678075543,570.0,2022-01-17 01:00:00,140533421,6-1,7477280
254,536.8092958704327,430.0,2022-01-17 02:00:00,140550084,6-1,7477710
255,613.492395253903,470.0,2022-01-17 03:00:00,140566367,6-1,7478180
256,574.1870701677385,710.0,2022-01-17 04:00:00,140582201,6-1,7478890
257,478.1411312904846,420.0,2022-01-17 05:00:00,140598059,6-1,7479310
258,796.0807384135132,680.0,2022-01-17 06:00:00,140614030,6-1,7479990
259,893.480772088287,740.0,2022-01-17 07:00:00,140630937,6-1,7480730
260,637.4189999049734,830.0,2022-01-17 08:00:00,140648364,6-1,7481560
261,-45.96518716530405,40.0,2022-01-17 09:00:00,140665516,6-1,7481600
262,17.659839815649466,10.0,2022-01-17 10:00:00,140682339,6-1,7481610
263,41.59575293757078,0.0,2022-01-17 11:00:00,140698638,6-1,7481610
264,74.34819656870991,0.0,2022-01-17 12:00:00,140715114,6-1,7481610
265,-45.84477345973299,0.0,2022-01-17 13:00:00,140731823,6-1,7481610
266,63.69722644616844,20.0,2022-01-17 14:00:00,140747582,6-1,7481630
267,374.7310697924227,210.0,2022-01-17 15:00:00,140763820,6-1,7481850
268,547.6140044686888,480.0,2022-01-17 16:00:00,140779976,6-1,7482330
269,676.9665115413018,560.0,2022-01-17 17:00:00,140796749,6-1,7482890
270,706.2974874805886,680.0,2022-01-17 18:00:00,140813617,6-1,7483570
271,872.9689341841942,1090.0,2022-01-17 19:00:00,140830616,6-1,7484660
272,1400.7056227107762,1100.0,2022-01-17 20:00:00,140847421,6-1,7485770
273,898.9592863499164,940.0,2022-01-17 21:00:00,140865433,6-1,7486720
274,1020.3882683204264,960.0,2022-01-17 22:00:00,140883221,6-1,7487690
275,723.3013262524989,650.0,2022-01-17 23:00:00,140901078,6-1,7488350
276,585.5855580016109,520.0,2022-01-18 00:00:00,140918563,6-1,7488880
277,473.2152729597916,630.0,2022-01-18 01:00:00,140936602,6-1,7489510
278,629.7283363781008,710.0,2022-01-18 02:00:00,140954391,6-1,7490220
279,469.2304735101351,610.0,2022-01-18 03:00:00,140972258,6-1,7490830
280,464.1587422514353,530.0,2022-01-18 04:00:00,140989923,6-1,7491370
281,471.9109536788702,720.0,2022-01-18 05:00:00,141006633,6-1,7492100
282,630.6422248269126,790.0,2022-01-18 06:00:00,141024881,6-1,7492890
283,641.7531277579558,690.0,2022-01-18 07:00:00,141042760,6-1,7493580
284,553.4634620539323,410.0,2022-01-18 08:00:00,141061881,6-1,7493990
285,64.12766905589474,110.0,2022-01-18 09:00:00,141080286,6-1,7494100
286,-29.291990270566497,0.0,2022-01-18 10:00:00,141099490,6-1,7494100
287,23.598633364113407,0.0,2022-01-18 11:00:00,141118201,6-1,7494100
288,66.12905165703535,0.0,2022-01-18 12:00:00,141136875,6-1,7494100
289,-32.962875801399875,0.0,2022-01-18 13:00:00,141155869,6-1,7494100
290,74.84722855888464,30.0,2022-01-18 14:00:00,141174471,6-1,7494130
291,491.0552224023672,420.0,2022-01-18 15:00:00,141192631,6-1,7494550
292,566.3147887083207,580.0,2022-01-18 16:00:00,141211444,6-1,7495130
293,617.197355035111,550.0,2022-01-18 17:00:00,141229731,6-1,7495680
294,712.1863295751106,370.0,2022-01-18 18:00:00,141247646,6-1,7496050
295,1285.2263365583908,1690.0,2022-01-18 19:00:00,141264988,6-1,7497740
296,993.5743114334698,760.0,2022-01-18 20:00:00,141282805,6-1,7498510
297,1034.0683754236893,1110.0,2022-01-18 21:00:00,141299766,6-1,7499620
298,828.0780276882736,960.0,2022-01-18 22:00:00,141316959,6-1,7500590
299,697.4147537459828,810.0,2022-01-18 23:00:00,141334301,6-1,7501410
300,402.8653107125223,430.0,2022-01-19 00:00:00,141351219,6-1,7501850
301,545.5311636322713,730.0,2022-01-19 01:00:00,141367836,6-1,7502580
302,492.4724786829455,490.0,2022-01-19 02:00:00,141384282,6-1,7503070
303,586.3098202906581,450.0,2022-01-19 03:00:00,141400890,6-1,7503520
304,465.6962256073472,450.0,2022-01-19 04:00:00,141417398,6-1,7503970
305,434.1166881188302,450.0,2022-01-19 05:00:00,141434202,6-1,7504430
306,593.4640550645147,440.0,2022-01-19 06:00:00,141451389,6-1,7504870
307,606.7203294032827,630.0,2022-01-19 07:00:00,141468519,6-1,7505510
308,773.0355697679767,490.0,2022-01-19 08:00:00,141486588,6-1,7506010
309,114.62827494322045,40.0,2022-01-19 09:00:00,141504955,6-1,7506050
310,192.82222328385757,0.0,2022-01-19 10:00:00,141522275,6-1,7506050
311,247.8566084574728,0.0,2022-01-19 11:00:00,141539440,6-1,7506050
312,270.76453697299445,10.0,2022-01-19 12:00:00,141557643,6-1,7506060
313,192.61631296077172,20.0,2022-01-19 13:00:00,141576793,6-1,7506080
314,256.84740457153885,210.0,2022-01-19 14:00:00,141593393,6-1,7506290
315,390.0582333437124,420.0,2022-01-19 15:00:00,141613851,6-1,7506770
316,481.9260616452677,530.0,2022-01-19 16:00:00,141632299,6-1,7507350
317,621.2667322453298,610.0,2022-01-19 17:00:00,141650205,6-1,7507970
318,739.9917534540806,760.0,2022-01-19 18:00:00,141669226,6-1,7508780
319,1434.980713381752,1180.0,2022-01-19 19:00:00,141687438,6-1,7509970
